user_id,sn
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112278
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113482
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113749
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113511
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113955
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113216
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112546
2c3f49c5-e2da-439f-a1bb-e21963a79c83,102028
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112455
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113525
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113200
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112481
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112675
2c3f49c5-e2da-439f-a1bb-e21963a79c83,84116
2c3f49c5-e2da-439f-a1bb-e21963a79c83,52157
2c3f49c5-e2da-439f-a1bb-e21963a79c83,94844
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113015
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113807
2c3f49c5-e2da-439f-a1bb-e21963a79c83,72755
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113406
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112621
2c3f49c5-e2da-439f-a1bb-e21963a79c83,80448
2c3f49c5-e2da-439f-a1bb-e21963a79c83,16535
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112563
2c3f49c5-e2da-439f-a1bb-e21963a79c83,63560
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112421
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113080
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113942
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112945
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113398
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112809
2c3f49c5-e2da-439f-a1bb-e21963a79c83,73570
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112801
2c3f49c5-e2da-439f-a1bb-e21963a79c83,63283
2c3f49c5-e2da-439f-a1bb-e21963a79c83,74763
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112757
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113590
2c3f49c5-e2da-439f-a1bb-e21963a79c83,106527
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112779
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113410
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113538
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112671
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112463
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113973
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113237
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113885
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113087
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113812
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113350
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113604
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112635
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113677
2c3f49c5-e2da-439f-a1bb-e21963a79c83,84866
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112689
2c3f49c5-e2da-439f-a1bb-e21963a79c83,94202
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112665
2c3f49c5-e2da-439f-a1bb-e21963a79c83,41986
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112815
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112887
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112438
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112798
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113597
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112794
2c3f49c5-e2da-439f-a1bb-e21963a79c83,100626
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112882
2c3f49c5-e2da-439f-a1bb-e21963a79c83,103211
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113094
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113839
2c3f49c5-e2da-439f-a1bb-e21963a79c83,68520
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112856
2c3f49c5-e2da-439f-a1bb-e21963a79c83,91866
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113579
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113077
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112898
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113431
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113379
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113742
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113754
2c3f49c5-e2da-439f-a1bb-e21963a79c83,96520
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112641
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113750
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112799
2c3f49c5-e2da-439f-a1bb-e21963a79c83,96521
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113247
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113598
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112737
2c3f49c5-e2da-439f-a1bb-e21963a79c83,76677
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113906
2c3f49c5-e2da-439f-a1bb-e21963a79c83,80449
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112426
2c3f49c5-e2da-439f-a1bb-e21963a79c83,39385
2c3f49c5-e2da-439f-a1bb-e21963a79c83,89732
2c3f49c5-e2da-439f-a1bb-e21963a79c83,94032
2c3f49c5-e2da-439f-a1bb-e21963a79c83,66639
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113950
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112861
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113818
2c3f49c5-e2da-439f-a1bb-e21963a79c83,37290
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113454
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113890
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113425
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112800
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112867
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113514
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113570
2c3f49c5-e2da-439f-a1bb-e21963a79c83,90398
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112525
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113280
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113586
2c3f49c5-e2da-439f-a1bb-e21963a79c83,80781
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112454
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113569
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113258
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112836
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113775
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113689
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112924
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113326
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112835
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113725
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113675
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113437
2c3f49c5-e2da-439f-a1bb-e21963a79c83,80453
2c3f49c5-e2da-439f-a1bb-e21963a79c83,102036
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113588
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112705
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112842
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113493
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112612
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112474
2c3f49c5-e2da-439f-a1bb-e21963a79c83,80172
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113462
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112557
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113251
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113362
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113633
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113535
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113657
2c3f49c5-e2da-439f-a1bb-e21963a79c83,102494
2c3f49c5-e2da-439f-a1bb-e21963a79c83,82670
2c3f49c5-e2da-439f-a1bb-e21963a79c83,102038
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112935
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113063
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113180
2c3f49c5-e2da-439f-a1bb-e21963a79c83,92513
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113436
2c3f49c5-e2da-439f-a1bb-e21963a79c83,27263
2c3f49c5-e2da-439f-a1bb-e21963a79c83,96527
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113711
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113620
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113716
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113167
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112849
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113715
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112937
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113033
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113316
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112617
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113418
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112452
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113552
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113698
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113702
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112462
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112932
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113324
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113670
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113899
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112539
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112589
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113463
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112823
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113376
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113729
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113390
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113692
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113494
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112791
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113068
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113257
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113221
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113282
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113160
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113820
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112833
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113250
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112608
2c3f49c5-e2da-439f-a1bb-e21963a79c83,80882
2c3f49c5-e2da-439f-a1bb-e21963a79c83,104307
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113808
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112514
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112726
2c3f49c5-e2da-439f-a1bb-e21963a79c83,79653
2c3f49c5-e2da-439f-a1bb-e21963a79c83,96519
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113823
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113655
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112889
2c3f49c5-e2da-439f-a1bb-e21963a79c83,81861
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113314
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112915
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113695
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112953
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113157
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113397
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113360
2c3f49c5-e2da-439f-a1bb-e21963a79c83,54421
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113504
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113299
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113205
2c3f49c5-e2da-439f-a1bb-e21963a79c83,76842
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112781
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113561
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112899
2c3f49c5-e2da-439f-a1bb-e21963a79c83,97912
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113407
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112857
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113491
2c3f49c5-e2da-439f-a1bb-e21963a79c83,91867
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113654
2c3f49c5-e2da-439f-a1bb-e21963a79c83,97962
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113717
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113387
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113373
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113705
2c3f49c5-e2da-439f-a1bb-e21963a79c83,72362
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113563
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113486
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113665
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113400
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112864
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113963
2c3f49c5-e2da-439f-a1bb-e21963a79c83,104687
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112963
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113810
2c3f49c5-e2da-439f-a1bb-e21963a79c83,51108
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112017
2c3f49c5-e2da-439f-a1bb-e21963a79c83,63309
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112796
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112461
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113333
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112603
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113369
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113516
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113769
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113010
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112677
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113696
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113065
2c3f49c5-e2da-439f-a1bb-e21963a79c83,103611
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113634
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113481
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112523
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113607
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112810
2c3f49c5-e2da-439f-a1bb-e21963a79c83,78427
2c3f49c5-e2da-439f-a1bb-e21963a79c83,52512
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112273
2c3f49c5-e2da-439f-a1bb-e21963a79c83,98172
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112470
2c3f49c5-e2da-439f-a1bb-e21963a79c83,96580
2c3f49c5-e2da-439f-a1bb-e21963a79c83,68751
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112582
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112487
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113228
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112816
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113876
2c3f49c5-e2da-439f-a1bb-e21963a79c83,102857
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112879
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113947
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112433
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113468
2c3f49c5-e2da-439f-a1bb-e21963a79c83,50007
2c3f49c5-e2da-439f-a1bb-e21963a79c83,79961
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112854
2c3f49c5-e2da-439f-a1bb-e21963a79c83,111262
2c3f49c5-e2da-439f-a1bb-e21963a79c83,73016
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112553
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113442
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112698
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113719
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112414
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113305
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113274
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113088
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113102
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112873
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113595
2c3f49c5-e2da-439f-a1bb-e21963a79c83,76249
2c3f49c5-e2da-439f-a1bb-e21963a79c83,101464
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112453
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112747
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113637
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112565
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113256
2c3f49c5-e2da-439f-a1bb-e21963a79c83,96523
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113674
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113536
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113653
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113310
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113748
2c3f49c5-e2da-439f-a1bb-e21963a79c83,71308
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113718
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112985
2c3f49c5-e2da-439f-a1bb-e21963a79c83,434
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113560
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112534
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113910
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112992
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113141
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113035
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113264
2c3f49c5-e2da-439f-a1bb-e21963a79c83,80414
2c3f49c5-e2da-439f-a1bb-e21963a79c83,103114
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113012
2c3f49c5-e2da-439f-a1bb-e21963a79c83,47618
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113052
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113183
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113107
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113346
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112587
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112918
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113591
2c3f49c5-e2da-439f-a1bb-e21963a79c83,92275
2c3f49c5-e2da-439f-a1bb-e21963a79c83,109401
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113821
2c3f49c5-e2da-439f-a1bb-e21963a79c83,85322
2c3f49c5-e2da-439f-a1bb-e21963a79c83,112960
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113135
2c3f49c5-e2da-439f-a1bb-e21963a79c83,113352
